Full company name,Payments to Governments Report_x,Country,Year,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report_y,ISO Code,Start Date,End Date
MYRNOHRADUGOL SE,111100039.0,Ukraine,2018,State-owned enterprises & public corporations,32087941,Mining,Coal,,https://www.mvug.com.ua/?page_id=2138,111100038.96,UKR,2018-01-01,2018-12-31
NADRA-GEOINVEST LLC,154447397.0,Ukraine,2018,Private,35602704,Oil & Gas,"Oil, Gas",,http://nadrageo.com.ua/wpcontent/uploads/2019/05/Zvit_nezalezhnogo_audytora.pdf,154447396.53,UKR,2018-01-01,2018-12-31
NAFTOGAZ OF UKRAINE NJSC,68379277108.0,Ukraine,2018,State-owned enterprises & public corporations,20077720,Oil & Gas,"Oil, Gas",,https://www.naftogaz.com/files/Zvity/AnnualReport2018ukr.pdf,68379277107.98,UKR,2018-01-01,2018-12-31
NAFTOGAZVYDOBUVANNYA PRJSC,6198170820.0,Ukraine,2018,Private,32377038,Oil & Gas,"Oil, Gas",,https://dtek.com/content/files/kopiyaauditorskogozvituprat_naftogazvidobuvannya_za2018r..pdf,6198170819.8,UKR,2018-01-01,2018-12-31
NATURAL RESOURCES PRJSC,1365374557.0,Ukraine,2018,Private,33100376,Oil & Gas,"Oil, Gas",,https://geoalliance.com.ua/wpcontent/uploads/2019/02/Reportnr2018.zip,1365374558.47,UKR,2018-01-01,2018-12-31
NORDIK PRIVATE ENTERPRISE,362226666.0,Ukraine,2018,Private,33862865,Oil & Gas,"Oil, Gas",,https://promenergo.com.ua/files/zvit_pep_2018.pdf,362226665.35,UKR,2018-01-01,2018-12-31
NORTHERN IRON ORE ENRICHMENT WORKS PRJSC,3040271137.0,Ukraine,2018,Private,191023,Mining,Iron ores,,https://sevgok.metinvestholding.com/upload/sevgok/content/51/PJSC_%20%C2%ABNORTHERN%20GOK%C2%BB_%20Financial%20statements_2018.pdf.pdf,3040271136.54,UKR,2018-01-01,2018-12-31
PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC,428399058.0,Ukraine,2018,Private,36050166,Oil & Gas,"Oil, Gas",,Not public,428399058.18,UKR,2018-01-01,2018-12-31
PERVOMAYSKVUHILLA SE,110026198.0,Ukraine,2018,State-owned enterprises & public corporations,32320594,Mining,Coal,,Not public,110026197.1,UKR,2018-01-01,2018-12-31
POKROVSKYI GZK JSC,584611548.0,Ukraine,2018,Private,190928,Mining,Manganese ores,,https://pokrovgzk.com.ua/wpcontent/uploads/2020/03/%D0%A0%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%B0%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F%D0%B7%D0%B02018%D1%80%D1%96%D0%BA.%D0%94%D0%B0%D1%82%D0%B0%D1%80%D0%BE%D0%B7%D0%BC%D1%96%D1%89%D0%B5%D0%BD%D0%BD%D1%8F30%D0%BA%D0%B2%D1%96%D1%82%D0%BD%D1%8F2019%D1%80%D0%BE%D0%BA%D1%83.pdf,584611547.98,UKR,2018-01-01,2018-12-31
POLTAVA PETROLEUM COMPANY JV,996906119.0,Ukraine,2018,Private,20041662,Oil & Gas,"Oil, Gas",,https://www.ppc.net.ua/wpcontent/uploads/2019/05/zvit_pgnk_20181.pdf,996906119.34,UKR,2018-01-01,2018-12-31
SELYDIVVUHILLIA SE,182104435.0,Ukraine,2018,State-owned enterprises & public corporations,33426253,Mining,Coal,,,182104435.84,UKR,2018-01-01,2018-12-31
SHAKHTOUPRAVLINNIA PIVDENNODONBASKE NO 1 SE,73846939.0,Ukraine,2018,State-owned enterprises & public corporations,34032208,Mining,Coal,,http://ugnodon1.com/wpfiles/Zvit_auditora.pdf,73846938.83,UKR,2018-01-01,2018-12-31
SHAKHTOUPRAVLINNIA POKROVSKE PJSC,1294148861.0,Ukraine,2018,Private,13498562,Mining,Coal,,http://pokrovskoe.com.ua/sites/default/files/files/%D0%A0%D1%96%D1%87%D0%BD%D0%B8%D0%B9%20%D0%B7%D0%B2%D1%96%D1%82%20%D0%B7%D0%B0%202018%D1%80.pdf,1294148860.39,UKR,2018-01-01,2018-12-31
SOUTHERN MINING FACTORY JSC,2951964855.0,Ukraine,2018,Private,191000,Mining,Iron ores,,http://www.ugok.com.ua/upload/iblock/a63/%D0%A0%D1%96%D1%87%D0%BD%D0%B0%20%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F%20%D0%B5%D0%BC%D1%96%D1%82%D0%B5%D0%BD%D1%82%D0%B0%20%D0%B7%D0%B0%202018%20%D1%80%D1%96%D0%BA.zip),2951964854.26,UKR,2018-01-01,2018-12-31
STRIYNAFTOGAZ LLC,229191792.0,Ukraine,2018,,,,,,,,,,
SUHA BALKA PRJSC,409477327.0,Ukraine,2018,Private,191329,Mining,Iron ores,,http://sukhabalka.com/files/file/korporativnyedokumenty/rchnaregulyarnanformatsyaemtenta/2019/511a6296cbe24b6abce326971868fbea.zip,409477326.79,UKR,2018-01-01,2018-12-31
SYSTEMOILINGENERYNG LLC,543419128.0,Ukraine,2018,Private,38203132,Oil & Gas,"Oil, Gas",,https://soeukraine.com/wpcontent/uploads/zvit.html,543419128.1,UKR,2018-01-01,2018-12-31
THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC,639015250.0,Ukraine,2018,Private,191218,Mining,Iron ores,,http://www.zgrk.com.ua/content/docs/report/financial/2020/07/finansova_zvitnist_z_vysnovkom_29_05_2020.pdf,639015249.59,UKR,2018-01-01,2018-12-31
TORETSKVUGILLYA SE,66048877.0,Ukraine,2018,State-owned enterprises & public corporations,33839013,Mining,Coal,,,66048877.05,UKR,2018-01-01,2018-12-31
UKRGAZVYDOBUVANNYA JSC,41118410086.0,Ukraine,2018,,,,,,,,,,
UKRNAFTA PJSC,15875714870.0,Ukraine,2018,State-owned enterprises & public corporations,135390,Oil & Gas,"Oil, Gas",,https://www.ukrnafta.com/data/Ukrnafta%20Standalone%20FS%202018%20Ukr.pdf,15875714870.48,UKR,2018-01-01,2018-12-31
UKRTRANSGAZ JSC,7442384901.0,Ukraine,2018,State-owned enterprises & public corporations,30019801,Oil & Gas,"Oil, Gas",,http://utg.ua/img/menu/company/reports/2018/auditreportUTG2018.pdf,7442384901.12,UKR,2018-01-01,2018-12-31
UKRTRANSNAFTA JSC,716113257.0,Ukraine,2018,State-owned enterprises & public corporations,31570412,Oil & Gas,"Oil, Gas",,https://www.ukrtransnafta.com/wpcontent/uploads/2019/04/Ukrtransnafta_Standalone_18fsu_withsignatures__%D0%BE%D0%BA%D1%80%D0%B5%D0%BC%D0%B0.pdf,716113256.13,UKR,2018-01-01,2018-12-31
UNITED MINING AND CHEMICAL COMPANY JSC,493710325.0,Ukraine,2018,State-owned enterprises & public corporations,36716128,Mining,Titaneum ores,,ttps://umcc.com.ua/purchase/download?file=%D0%A4%D1%96%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0+%D0%B7%D0%B2%D1%96%D1%82%D0%BD%D1%96%D1%81%D1%82%D1%8C+%D0%90%D0%A2+%D0%9E%D0%93%D0%A5%D0%9A+%D0%B7%D0%B0+2018+%D1%80%D1%96%D0%BA.pdf,493710325.08,UKR,2018-01-01,2018-12-31
VUHILNA KOMPANIIA KRASNOLYMANSKA SE,101321920.0,Ukraine,2018,State-owned enterprises & public corporations,31599557,Mining,Coal,,https://krasnolimanskaya.com.ua/?cat=65,101321919.38,UKR,2018-01-01,2018-12-31
VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC,3839214831.0,Ukraine,2018,Private,33152471,Oil & Gas,"Oil, Gas",,https://unb.ua/uploads/information_files/58file.pdf,3839214830.34,UKR,2018-01-01,2018-12-31
ZAKHIDNADRASERVICE LLC,176908264.0,Ukraine,2018,,,,,,,,,,
1/1999 NO. 35/4 – AUTHORIZED ENTITY HALS-K PRJSC (31566427),139178347.0,Ukraine,2019,Private,534663345,Oil & Gas,Oil and gas,,-,139178346.67,UKR,2019-01-01,2019-12-31
ARCELORMITTAL KRYVIY RIH PJSC,-585400807.0,Ukraine,2019,,,,,,,,,,
BILOZERSKA MINE DLC,157967019.0,Ukraine,2019,Private,36028628,Mining,Coal,,Not public,157967019.08,UKR,2019-01-01,2019-12-31
CENTRAL IRON ORE ENRICHMENT WORKS PRJSC,-587086.0,Ukraine,2019,Private,190977,Mining,Iron ores,,https://cgok.metinvestholding.com/upload/cgok/content/51/%D0%9E%D1%82%D1%87%D0%B5%D1%82%20%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B0%20%D0%BF%D0%BE%20%D1%84%D0%B8%D0%BD%D0%BE%D1%82%D1%87%D0%B5%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D0%A7%D0%90%D0%9E%20%D0%A6%D0%93%D0%9E%D0%9A%20%D0%B7%D0%B0%202019%20%D0%B3%D0%BE%D0%B4.pdf,-587085.36,UKR,2019-01-01,2019-12-31
CUB-GAZ LLC,463285290.0,Ukraine,2019,,,,,,,,,,
DTEK DOBROPOLYEUGOL LLC,947944810.0,Ukraine,2019,Private,37014600,Mining,Coal,,Not public,947944809.26,UKR,2019-01-01,2019-12-31
DTEK PAVLOGRADUGOL PRJSC,4262672550.0,Ukraine,2019,Private,178353,Mining,Coal,,Not public,4262672548.6,UKR,2019-01-01,2019-12-31
ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC,1565015942.0,Ukraine,2019,,,,,,,,,,
ENERGY-95 LLC,186983711.0,Ukraine,2019,,,,,,,,,,
FERREXPO POLTAVA MINING PRJSC,-666244793.0,Ukraine,2019,Private,191282,Mining,Iron ores,,https://www.ferrexpo.ua/system/files/id_reports/final_fs_fpm_311219_with_audit_report_signed_updated_p.1292.pdf,-666244793.04,UKR,2019-01-01,2019-12-31
FERREXPO YERISTOVO MINING LLC,27056272.0,Ukraine,2019,Private,35713283,Mining,Iron ores,,http://ferrexpoyeristovomine.com/wp-content/uploads/2020/04/FS_FYM_31.12.19_UKR_to-Client.pdf,27056271.63,UKR,2019-01-01,2019-12-31
INGULETS IRON ORE ENRICHMENT WORKS PRJSC,2501188799.0,Ukraine,2019,Private,190905,Mining,Iron ores,,https://ingok.metinvestholding.com/upload/ingok/content/51/%D0%9F%D1%80%D0%90%D0%A2%20%D0%86%D0%9D%D0%93%D0%97%D0%9A%20%D0%97%D0%B2%D1%96%D1%82%20%D0%BD%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B0%202019%20%D1%80%D1%96%D0%BA%20%D0%BD%D0%B0%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8E.pdf,2501188798.56,UKR,2019-01-01,2019-12-31
JOINT VENTURE UKRKARPATOIL LTD LLC,427238034.0,Ukraine,2019,State-owned enterprises & public corporations,23152126,Oil & Gas,Oil and gas,,http://www.uko.kiev.ua/audit%202019.pdf,427238033.32,UKR,2019-01-01,2019-12-31
KASHTAN PETROLEUM LTD JV,151210100.0,Ukraine,2019,Private,23703371,Oil & Gas,Oil and gas,,Not public,151210098.63,UKR,2019-01-01,2019-12-31
KRIVOJ ROG’S IRON-ORE COMBINE PJSC,989248377.0,Ukraine,2019,Private,191307,Mining,Iron ores,,https://www.krruda.dp.ua/wp-content/uploads/2020/04/emitent_2019.zip,989248377.57,UKR,2019-01-01,2019-12-31
LVIVVUHILLIA SE,297372031.0,Ukraine,2019,State-owned enterprises & public corporations,32323256,Mining,Coal,,http://www.lvug.com.ua/2020/12/31/zvit-nezalezhnogo-auditora/,297372032.15,UKR,2019-01-01,2019-12-31
LYSYCHANSKVUHILLYA PJSC,88401727.0,Ukraine,2019,,,,,,,,,,
MARGANETS GZK JSC,64684534.0,Ukraine,2019,Private,190911,Mining,Manganese ores,,https://smida.gov.ua/db/feed/34339,64684534.29,UKR,2019-01-01,2019-12-31
MINE NAMED AFTER M. S. SURGAI SE,80986234.0,Ukraine,2019,State-owned enterprises & public corporations,40695853,Mining,Coal,,Not public,80986233.98,UKR,2019-01-01,2019-12-31
MYRNOHRADVUHILLIA SE,96025558.0,Ukraine,2019,State-owned enterprises & public corporations,32087941,Mining,Coal,,https://www.mvug.com.ua/?page_id=1819,96025556.46,UKR,2019-01-01,2019-12-31
NADRA-GEOINVEST LLC,185124859.0,Ukraine,2019,Private,35602704,Oil & Gas,Oil and gas,,http://nadrageo.com.ua/reporting/,185124859.5,UKR,2019-01-01,2019-12-31
NAFTOGAZ OF UKRAINE NJSC,49245615084.0,Ukraine,2019,State-owned enterprises & public corporations,20077720,Oil & Gas,Oil and gas,,https://www.naftogaz.com/files/Zvity/Naftogaz_2019_UA.pdf,49245615084.44,UKR,2019-01-01,2019-12-31
NAFTOGAZVYDOBUVANNYA PRJSC,4012896021.0,Ukraine,2019,,,,,,,,,,
NATURAL RESOURCES PRJSC,934755065.0,Ukraine,2019,Private,33100376,Oil & Gas,Oil and gas,,Not public,934755064.02,UKR,2019-01-01,2019-12-31
NORDIK PRIVATE ENTERPRISE,188362140.0,Ukraine,2019,Private,33862865,Oil & Gas,Oil and gas,,Not public,188362140.03,UKR,2019-01-01,2019-12-31
NORTHERN IRON ORE ENRICHMENT WORKS PRJSC,3256398915.0,Ukraine,2019,Private,191023,Mining,Iron ores,,https://sevgok.metinvestholding.com/upload/sevgok/content/51/PJSC_%20%C2%ABNORTHERN%20GOK%C2%BB_%20Audit%20report_2019.pdf.pdf,3256398915.08,UKR,2019-01-01,2019-12-31
PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC,226341577.0,Ukraine,2019,Private,36050166,Oil & Gas,Oil and gas,,Not public,226341576.09,UKR,2019-01-01,2019-12-31
PERVOMAYSKVUHILLA SE,107319071.0,Ukraine,2019,,,,,,,,,,
POKROVSKYI GZK JSC,314083865.0,Ukraine,2019,Private,190928,Mining,Manganese ores,,https://pokrovgzk.com.ua/wp-content/uploads/2020/05/%D0%A0%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%B0-%D1%80%D1%96%D1%87%D0%BD%D0%B0-%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F-%D0%B7%D0%B0-2019-%D1%80%D1%96%D0%BA.-%D0%94%D0%B0%D1%82%D0%B0-%D1%80%D0%BE%D0%B7%D0%BC%D1%96%D1%89%D0%B5%D0%BD%D0%BD%D1%8F-30-%D0%BA%D0%B2%D1%96%D1%82%D0%BD%D1%8F-2020-%D1%80%D0%BE%D0%BA%D1%83.pdf,314083866.09,UKR,2019-01-01,2019-12-31
POLTAVA PETROLEUM COMPANY JV,1040107824.0,Ukraine,2019,Private,20041662,Oil & Gas,Oil and gas,,-,1040107823.99,UKR,2019-01-01,2019-12-31
SELYDIVVUHILLIA SE,174820135.0,Ukraine,2019,State-owned enterprises & public corporations,33426253,Mining,Coal,,Not public,174820135.17,UKR,2019-01-01,2019-12-31
SHAKHTOUPRAVLINNIA PIVDENNODONBASKE NO 1 SE,86603428.0,Ukraine,2019,State-owned enterprises & public corporations,34032208,Mining,Coal,,Not public,86603427.25,UKR,2019-01-01,2019-12-31
SHAKHTOUPRAVLINNIA POKROVSKE PJSC,1527430063.0,Ukraine,2019,Private,13498562,Mining,Coal,,http://pokrovskoe.com.ua/sites/default/files/files/company/forshareholders/2019/ConsolidatedFinancialStatements2019.pdf,1527430062.94,UKR,2019-01-01,2019-12-31
SOUTHERN MINING FACTORY JSC,2321967402.0,Ukraine,2019,Private,191000,Mining,Iron ores,,Not public,2321967402.59,UKR,2019-01-01,2019-12-31
STRIYNAFTOGAZ LLC,182820631.0,Ukraine,2019,Private,39454684,Oil & Gas,Oil and gas,,-,182820630.51,UKR,2019-01-01,2019-12-31
SUHA BALKA PRJSC,488117645.0,Ukraine,2019,Private,191329,Mining,Iron ores,,Not public,488117644.95,UKR,2019-01-01,2019-12-31
SYSTEMOILINGENERYNG LLC,499490648.0,Ukraine,2019,Private,38203132,Oil & Gas,Oil and gas,,Not public,499490648.7,UKR,2019-01-01,2019-12-31
THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC,1234849750.0,Ukraine,2019,Private,191218,Mining,Iron ores,,http://www.zgrk.com.ua/content/docs/report/financial/2020/07/finansova_zvitnist_z_vysnovkom_29_05_2020.pdf,1234849751.21,UKR,2019-01-01,2019-12-31
TORETSKVUHILLIA SE,63682208.0,Ukraine,2019,State-owned enterprises & public corporations,33839013,Mining,Coal,,https://toretskvugillya.com.ua/finance/016-%D0%97%D0%B2%D1%96%D1%82-%D0%BD%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B0-%D0%BD%D0%B0-31.12.2019.pdf,63682208.14,UKR,2019-01-01,2019-12-31
UKRGAZVYDOBUVANNYA JSC,48133024015.0,Ukraine,2019,,,,,,,,,,
UKRNAFTA PJSC,13008258029.0,Ukraine,2019,State-owned enterprises & public corporations,135390,Oil & Gas,Oil and gas,,https://www.ukrnafta.com/data/Ivestor_news/28.12.2020/Ukrnafta%202019%20Standalone%20FS%20UKR%20(006).pdf,13008258028.41,UKR,2019-01-01,2019-12-31
UKRTRANSGAZ JSC,7349673971.0,Ukraine,2019,State-owned enterprises & public corporations,30019801,Oil & Gas,Oil and gas,,http://dvtec2.com.ua/doc/zv2019/1_audit.pdf,7349673970.42,UKR,2019-01-01,2019-12-31
UKRTRANSNAFTA JSC,792612074.0,Ukraine,2019,State-owned enterprises & public corporations,31570412,Oil & Gas,Oil and gas,,https://www.ukrtransnafta.com/wp-content/uploads/2020/04/UTN_Stand-alone_19fsu_with-signatures.pdf,792612074.98,UKR,2019-01-01,2019-12-31
UNITED MINING AND CHEMICAL COMPANY JSC,178605197.0,Ukraine,2019,State-owned enterprises & public corporations,36716128,Mining,Titanium ores,,https://f984837a-9cb8-4fcf-9ff2-c67f8723d19c.filesusr.com/ugd/fe2072_3fbb6ce4c62249b59cb98564f03aa04e.pdf,178605196.97,UKR,2019-01-01,2019-12-31
VUHILNA KOMPANIIA KRASNOLYMANSKA SE,65955861.0,Ukraine,2019,State-owned enterprises & public corporations,31599557,Mining,Coal,,https://krasnolimanskaya.com.ua/?cat=65,65955861.52,UKR,2019-01-01,2019-12-31
VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC,3193828011.0,Ukraine,2019,Private,33152471,Oil & Gas,Oil and gas,,Not public,3193828011.56,UKR,2019-01-01,2019-12-31
ZAKHIDNADRASERVICE LLC,216657367.0,Ukraine,2019,Private,36282935,Oil & Gas,Oil and gas,,Not public,216657366.04,UKR,2019-01-01,2019-12-31
ARCELORMITTAL KRYVIY RIH PJSC,-920490663.0,Ukraine,2020,,,,,,,,,,
BILOZERSKA MINE LLC,137072180.0,Ukraine,2020,Private,36028628,Mining,Coal,,private,137072180.6,UKR,2020-01-01,2020-12-31
CENTRAL IRON ORE ENRICHMENT WORKS PRJSC,44337419.0,Ukraine,2020,Private,190977,Mining,Iron ores,,private,44337419.24,UKR,2020-01-01,2020-12-31
COLLIERY GROUP POKROVS’KE PJSC,1270172804.0,Ukraine,2020,Private,13498562,Mining,Coal,,http://pokrovskoe.com.ua/sites/default/files/files/company/forshareholders/2020/SeparateFinancialStatements2020.pdf,1270172803.75,UKR,2020-01-01,2020-12-31
CUB-GAZ LLC,169945571.0,Ukraine,2020,,,,,,,,,,
DTEK DOBROPOLYEUGOL LLC,660328283.0,Ukraine,2020,Private,37014600,Mining,Coal,,https://dtek.com/content/uploads/richniy-zvit-emitentu-du_37014600_2020.pdf.p7s.zip,660328282.72,UKR,2020-01-01,2020-12-31
DTEK PAVLOHDACOAL PRJSC,2732071779.0,Ukraine,2020,Private,178353,Mining,Coal,,https://energo.dtek.com/content/uploads/fin-otchetnost-202/dtek-pavlogradvugillya-okrema-fin-zvitnist-2020.pdf,2732071780.04,UKR,2020-01-01,2020-12-31
ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC,976412002.0,Ukraine,2020,,,,,,,,,,
ENERGY-95 LLC,79928383.0,Ukraine,2020,Private,24186185,Oil & Gas,Oil and gas,,https://bit.ly/3lxU4Ph,79928382.6,UKR,2020-01-01,2020-12-31
GAS TRANSMISSION SYSTEM OPERATOR OF UKRAINE LLC,11809174128.0,Ukraine,2020,State-owned enterprises & public corporations,42795490,Oil & Gas,Oil and gas,,https://tsoua.com/wp-content/uploads/2021/04/GTSO_20-ukr-final-dlya-publikacziyi.pdf,11809174127.75,UKR,2020-01-01,2020-12-31
INGULETS IRON ORE ENRICHMENT WORKS PRJSC,1332330836.0,Ukraine,2020,Private,190905,Mining,Iron ores,,private,1332330835.84,UKR,2020-01-01,2020-12-31
JOINT ACTIVITY AGREEMENT OF 24/12/1997 № 999/97 - OPERATED BY POLTAVANAFTOGAZ OPMO OF UKRNAFTA PJSC (22525915),3083931208.0,Ukraine,2020,,,,,,,,,,
JV UKRCARPATOIL LTD LLC,278411436.0,Ukraine,2020,,,,,,,,,,
KRASNOLYMANSKA COAL MINING COMPANY SE,46570091.0,Ukraine,2020,State-owned enterprises & public corporations,31599557,Mining,Coal,,https://krasnolimanskaya.com.ua/?p=9887,46570091.19,UKR,2020-01-01,2020-12-31
KRIVYI RIG IRON-ORE COMBINE PJSC,1079079470.0,Ukraine,2020,Private,191307,Mining,Iron ores,,https://www.krruda.dp.ua/wp-content/uploads/2021/04/audit_2020.pdf,1079079468.97,UKR,2020-01-01,2020-12-31
LVIVVUHILLIA SE,333561460.0,Ukraine,2020,State-owned enterprises & public corporations,32323256,Mining,Coal,,http://www.lvug.com.ua/2021/06/09/zvit-nezalezhnogo-auditora-2/,333561460.45,UKR,2020-01-01,2020-12-31
LYSYCHANSKVUHILLIA JSC,104600071.0,Ukraine,2020,State-owned enterprises & public corporations,32359108,Mining,Coal,,http://lisugol.com/Content/RegInf/%D0%90%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B7%D0%B2%D1%96%D1%82%20%D0%B7%D0%B0%202020%20%D1%80%D1%96%D0%BA.pdf,104600071.06,UKR,2020-01-01,2020-12-31
MARGANETS MINING AND PROCESSING PLANT PJSC,174215314.0,Ukraine,2020,Private,190911,Mining,Manganese ores,,https://bit.ly/3oigMN3,174215313.98,UKR,2020-01-01,2020-12-31
MINE ADMINISTRATION PIVDENNODONBASKE #1 SE,76165189.0,Ukraine,2020,State-owned enterprises & public corporations,34032208,Mining,Coal,,http://ugnodon1.com/wp-files/2020/Zvit_nezalejnogo_auditora_za_2020r.pdf,76165188.82,UKR,2020-01-01,2020-12-31
MINE NAMED AFTER M. S. SURGAI SE,84349814.0,Ukraine,2020,State-owned enterprises & public corporations,40695853,Mining,Coal,,-,84349814,UKR,2020-01-01,2020-12-31
MYRNOHRADVUHILLIA SE,120050670.0,Ukraine,2020,State-owned enterprises & public corporations,32087941,Mining,Coal,,https://www.mvug.com.ua/?page_id=2138,120050670.01,UKR,2020-01-01,2020-12-31
NADRA-GEOINVEST LLC,225150100.0,Ukraine,2020,Private,35602704,Oil & Gas,Oil and gas,,https://bit.ly/3lzlEMi,225150100.39,UKR,2020-01-01,2020-12-31
NAFTOGAZ OF UKRAINE NJSC,58923590255.0,Ukraine,2020,State-owned enterprises & public corporations,20077720,Oil & Gas,Oil and gas,,https://www.naftogaz.com/files/Zvity/Naftogaz_20_fsu_ISA_for_publication.pdf,58923590254.58,UKR,2020-01-01,2020-12-31
NAFTOGAZVYDOBUVANNYA PRJSC,2471944343.0,Ukraine,2020,Private,32377038,Oil & Gas,Oil and gas,,http://ngv.com.ua/fin_zvit_2020_1.pdf,2471944344.07,UKR,2020-01-01,2020-12-31
NATURAL RESOURCES PRJSC,519298427.0,Ukraine,2020,Private,33100376,Oil & Gas,Oil and gas,,https://geo-alliance.com.ua/wp-content/uploads/2021/03/Report-nr-2020.zip,519298427.49,UKR,2020-01-01,2020-12-31
NORDIC PE,110675205.0,Ukraine,2020,,,,,,,,,,
NORTHERN IRON ORE ENRICHMENT WORKS PRJSC,1283701626.0,Ukraine,2020,,,,,,,,,,
OIL&GAS GEOEXPLORING LLC,650509631.0,Ukraine,2020,Private,43027125,Oil & Gas,Oil and gas,,private,650509630.51,UKR,2020-01-01,2020-12-31
PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC,132502512.0,Ukraine,2020,Private,36050166,Oil & Gas,Oil and gas,,private,132502511.02,UKR,2020-01-01,2020-12-31
PERVOMAYSKVUHILLA SE,148226309.0,Ukraine,2020,,,,,,,,,,
POKROVSKYI GZK JSC,331902203.0,Ukraine,2020,Private,190928,Mining,Manganese ores,,https://bit.ly/3rxYqty,331902203.66,UKR,2020-01-01,2020-12-31
POLTAVA IRON ORE ENRICHMENT WORKS PRJSC,-406068549.0,Ukraine,2020,Private,191282,Mining,Iron ores,,https://bit.ly/3IibNEo,-406068548.52,UKR,2020-01-01,2020-12-31
POLTAVA PETROLEUM COMPANY JV,696067659.0,Ukraine,2020,Private,20041662,Oil & Gas,Oil and gas,,http://www.ppc.net.ua/wp-content/uploads/2021/04/Finansovyy_zvit.pdf,696067659.42,UKR,2020-01-01,2020-12-31
PROM-ENERGO PRODUCT LLC,74579763.0,Ukraine,2020,Private,31747429,Oil & Gas,Oil and gas,,https://prom-energo.com.ua/files/zvit.pdf,74579762.94,UKR,2020-01-01,2020-12-31
REPRESENTATIVE OFFICE OF REGAL PETROLEUM CORPORATION LIMITED,423246832.0,Ukraine,2020,Private,26333503,Oil & Gas,Oil and gas,,https://regalukraine.com/files/zvit.pdf,423246831.45,UKR,2020-01-01,2020-12-31
RUDOMAIN LLC,26048753.0,Ukraine,2020,Private,37064892,Mining,Iron ores,,https://rudomain.com.ua/wp-content/uploads/2021/11/9.pdf,26048752.24,UKR,2020-01-01,2020-12-31
SELYDIVVUHILLIA SE,194412014.0,Ukraine,2020,State-owned enterprises & public corporations,33426253,Mining,Coal,,http://mpe.kmu.gov.ua/minugol/doccatalog/document?id=245529751,194412013.4,UKR,2020-01-01,2020-12-31
SOUTHERN IRON ORE ENRICHMENT WORKS JSC,1800568990.0,Ukraine,2020,Private,191000,Mining,Iron ores,,https://bit.ly/3G7UpQI,1800568990.1,UKR,2020-01-01,2020-12-31
STRIYNAFTOGAZ LLC,73900133.0,Ukraine,2020,,,,,,,,,,
SUHA BALKA PRJSC,818745099.0,Ukraine,2020,Private,191329,Mining,Iron ores,,private,818745098.34,UKR,2020-01-01,2020-12-31
SYSTEMOILINGENERYNG LLC,100815420.0,Ukraine,2020,,,,,,,,,,
THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC,1245494977.0,Ukraine,2020,Private,191218,Mining,Iron ores,,private,1245494977.35,UKR,2020-01-01,2020-12-31
