Government entity,eiti_id,Country,Year,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Mining,Royalties (1415E1),Redevances carrière,,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Royalties (1415E1),Redevances sur les eaux usées (REU),,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Administrative fees for government services (1422E),Taxe additionnelle aux droits d’enregistrement,,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Taxes on property (113E),Taxe annexe à l’IFPB (TAFB),,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Taxes on exports (1152E),Taxe conjoncturelle sur l’exportation,,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Licence fees (114521E),Taxe de roulage,66944693.6,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Mining,Licence fees (114521E),Taxe de sous-traitance,,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,Licence fees (114521E),Taxe professionnelle (TP),,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2017,Other,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Taxe sur la publicité,,MGA,MDG,1/1/2017,"12/31/2017"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Other taxes payable by natural resource companies (116E),Autres,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Taxes on property (113E),Centime additionnelle à l’IFPB,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Droits d’entrée et redevances pour usage infrastructures : Autres droits d'entrée et redevances pour usage infrastructures,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Droits d’entrée et redevances pour usage infrastructures : Chemin de fer,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Droits d’entrée et redevances pour usage infrastructures : Electricité,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Droits d’entrée et redevances pour usage infrastructures : Route,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Droits de voiries,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Taxes on property (113E),Impôts fonciers sur la propriété bâtie (IFPB),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Taxes on property (113E),Impôts fonciers sur les terrains (IFT),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Oil & Gas,Licence fees (114521E),Participation auprès des CTDs (cf : Article 45 - code pétrolier) 1/2.500ème du montant global des engagements minimum,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Permis de construire,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Royalties (1415E1),Redevance sur les ordures ménagères (ROM),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Mining,Royalties (1415E1),Redevances carrière,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Royalties (1415E1),Redevances sur les eaux usées (REU),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Administrative fees for government services (1422E),Taxe additionnelle aux droits d’enregistrement,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Taxes on property (113E),Taxe annexe à l’IFPB (TAFB),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Taxes on exports (1152E),Taxe conjoncturelle sur l’exportation,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Taxe de roulage,97059482.81,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Mining,Licence fees (114521E),Taxe de sous-traitance,,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,Licence fees (114521E),Taxe professionnelle (TP),,MGA,MDG,1/1/2018,"12/31/2018"
COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES (RÉGIONS ET/OU COMMUNES),030c8b44-6a28-4ee2-9af1-87d5abc7f23a,Madagascar,2018,Other,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Taxe sur la publicité,,MGA,MDG,1/1/2018,"12/31/2018"
COMMISSARIAT DES DOUANES ET DROITS INDIRECTS (CDDI),fd5c94b0-c798-43b3-b011-4df646b72cb0,Togo,2017,Other,"Ordinary taxes on income, profits and capital gains (1112E1)",Taxe sur la Valeur Ajoutee au cordon douanier,936212175,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES DOUANES ET DROITS INDIRECTS (CDDI),fd5c94b0-c798-43b3-b011-4df646b72cb0,Togo,2017,Mining,Customs and other import duties (1151E),Droit de Douane,1920170984,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES DOUANES ET DROITS INDIRECTS (CDDI),fd5c94b0-c798-43b3-b011-4df646b72cb0,Togo,2017,Other,Customs and other import duties (1151E),Taxe sur la commercialisation des pierres et substances precieuses,,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES DOUANES ET DROITS INDIRECTS (CDDI),fd5c94b0-c798-43b3-b011-4df646b72cb0,Togo,2017,Other,Customs and other import duties (1151E),Penalites douanieres,,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES DOUANES ET DROITS INDIRECTS (CDDI),fd5c94b0-c798-43b3-b011-4df646b72cb0,Togo,2018,Mining,Customs and other import duties (1151E),Droit de Douane (DD-RS-PCS-PC-RI et autres),344587283,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Taxes on property (113E),Taxes Foncieres,27895715,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Taxes on property (113E),Retenue sur loyer,16382043,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Taxe sur la Valeur Ajoutee,4722243716,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot sur les Societes,581528084,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot sur le Revenu des Capitaux Mobiliers,1047238304,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot Minimum Forfaitaire,123370211,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Taxe professionnelle,154802532,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Retenue sur prestation de services,631908831,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Redressements fiscaux et penalites payes au CI,287418373,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Motor vehicle taxes (11451E),Taxes sur les vehicules,20070000,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,"Extraordinary taxes on income, profits and capital gains (1112E2)",Taxe professionnelle unique,1046000,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Excise taxes (1142E),Taxe sur la Fabrication et la commercialisation des boissons,229200,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Emission and pollution taxes (114522E),Taxe d'enlevement d'ordure,1176676,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2017,Mining,Administrative fees for government services (1422E),Droits d’enregistrement,55254851,XOF,TGO,2017-01-01,"2017-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Taxe sur la Valeur Ajoutée (TVA),3132877586,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impôt sur les Sociétés,2107682863,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impôt sur le Revenu des Capitaux Mobiliers (IRCM),843498734,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Taxe professionnelle,717117685,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Retenue sur prestation de services,420640301,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impôt Minimum Forfaitaire,151739428,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,Taxes on property (113E),Taxes Foncières,54451334,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Redressements fiscaux et pénalités payés au CI,45360088,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,Emission and pollution taxes (114522E),Taxe d'enlèvement d'ordure,19601008,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,Motor vehicle taxes (11451E),Taxes sur les véhicules,11700000,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,Administrative fees for government services (1422E),Droits d’enregistrement,20248583,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,Taxes on property (113E),Retenue sur loyer,9033711,XOF,TGO,2018-01-01,"2018-12-31"
COMMISSARIAT DES IMPÔTS (CI),8b4f0aff-7efc-4eb5-a88b-b8cad4e02451,Togo,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Taxe professionnelle,455000,XOF,TGO,2018-01-01,"2018-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2018,Mining,Licence fees (114521E),Payments to Crown Estate Scotland M&Q,212258.4,GBP,GBR,2018-01-01,"2018-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2018,Oil & Gas,Licence fees (114521E),Payments to Crown Estate Scotland O&G,1900894.75,GBP,GBR,2018-01-01,"2018-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2019,Mining,Licence fees (114521E),Payments to Crown Estate Scotland M&Q,190694,GBP,GBR,2019-01-01,"2019-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2019,Oil & Gas,Licence fees (114521E),Payments to Crown Estate Scotland O&G,1637972,GBP,GBR,2019-01-01,"2019-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2020,Mining,Licence fees (114521E),Payments to Crown Estate Scotland M&Q,99435,GBP,GBR,2020-01-01,"2020-12-31"
CROWN ESTATE SCOTLAND (CES),153638dc-fd9b-4e56-a65f-f11aa959f561,United Kingdom,2020,Oil & Gas,Licence fees (114521E),Payments to Crown Estate Scotland O&G,1562910,GBP,GBR,2020-01-01,"2020-12-31"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2019,Other,Customs and other import duties (1151E),Customs duty,74667251893,MNT,MNG,1/1/2019,"12/31/2019"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2019,Other,Customs and other import duties (1151E),Customs service fee,66803749809,MNT,MNG,1/1/2019,"12/31/2019"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2019,Gas,Excise taxes (1142E),Excise tax on vehicle's gasoline and diesel fuel,16362882626,MNT,MNG,1/1/2019,"12/31/2019"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2019,Other,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Value Added Tax (paid to Mongolian Customs),159687235488,MNT,MNG,1/1/2019,"12/31/2019"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2020,Mining,Customs and other import duties (1151E),Customs tax,40033922616,MNT,MNG,1/1/2020,"12/31/2020"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2020,Mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Vat (Paid to Mongolian Customs),84553890192,MNT,MNG,1/1/2020,"12/31/2020"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2020,Mining,Excise taxes (1142E),Excise tax on vehicle's gasoline and diesel fuel,9325750,MNT,MNG,1/1/2020,"12/31/2020"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2020,Mining,Customs and other import duties (1151E),Customs service fee,41483336557,MNT,MNG,1/1/2020,"12/31/2020"
CUSTOMS GENERAL ADMINISTRATION,803fa980-2900-4c8d-9553-9585eb91c08a,Mongolia,2020,Not applicable,Other taxes payable by natural resource companies (116E),Unilateral disclosure from Customs General Administration,102264000000,MNT,MNG,1/1/2020,"12/31/2020"
DENKYIRA DISTRICT ASSEMBLY,d7ae39c7-66ac-41f1-9f1e-e806a443470b,Ghana,2017,Mining,Taxes on property (113E),Property rate,,GHS,GHA,2017-01-01,"2017-12-31"
DENKYIRA DISTRICT ASSEMBLY,d7ae39c7-66ac-41f1-9f1e-e806a443470b,Ghana,2018,Mining,Taxes on property (113E),Property rate,,GHS,GHA,2018-01-01,"2018-12-31"
DEPARTMENT OF ENERGY (DOE),16f7249d-a3c9-48fa-a9bb-f7b2d93cc22a,Philippines,2018,Oil & Gas,Delivered/paid directly to government (1415E31),Government share from oil and gas production,26007588889,PHP,PHL,2018-01-01,"2018-12-31"
DEPARTMENT OF ENERGY (DOE),16f7249d-a3c9-48fa-a9bb-f7b2d93cc22a,Philippines,2018,Oil & Gas,Other rent payments (1415E5),Annual rental fees for retained area after exploration,1400000,PHP,PHL,2018-01-01,"2018-12-31"
DEPARTMENT OF ENERGY (DOE),16f7249d-a3c9-48fa-a9bb-f7b2d93cc22a,Philippines,2018,Coal,Delivered/paid directly to government (1415E31),Government share from oil and gas production,3569015013,PHP,PHL,2018-01-01,"2018-12-31"
DEPARTMENT OF ENERGY (DOE),16f7249d-a3c9-48fa-a9bb-f7b2d93cc22a,Philippines,2018,Coal,Other rent payments (1415E5),Annual rental fees for retained area after exploration,,PHP,PHL,2018-01-01,"2018-12-31"
DEPARTMENT OF GEOLOGICAL SURVEY AND MINERAL EXPLORATION (DGSE),5184a8bc-a235-419a-80bf-b6340f4c2dd7,Myanmar,2018,Mining,Administrative fees for government services (1422E),Other Fees,5000000,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF GEOLOGICAL SURVEY AND MINERAL EXPLORATION (DGSE),5184a8bc-a235-419a-80bf-b6340f4c2dd7,Myanmar,2018,Mining,Administrative fees for government services (1422E),Application Fee,,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF MINES (DOM),b1616336-39ee-42d2-a813-16183bb36a12,Myanmar,2018,Mining,Royalties (1415E1),Royalties (Seeding Tax - for local companies only),702000010,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF MINES (DOM),b1616336-39ee-42d2-a813-16183bb36a12,Myanmar,2018,Mining,Royalties (1415E1),Royalties,2317162619,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF MINES (DOM),b1616336-39ee-42d2-a813-16183bb36a12,Myanmar,2018,Mining,Excise taxes (1142E),Dead Rent Fees,2902032408,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF MINES (DOM),b1616336-39ee-42d2-a813-16183bb36a12,Myanmar,2018,Mining,Licence fees (114521E),Licence Fees,96403660,MMK,MMR,4/1/2017,"3/31/2018"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2017,Oil & Gas,Licence fees (114521E),Concession Rentals,1163457,USD,NGA,1/1/2017,"12/31/2017"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2017,Oil & Gas,Emission and pollution taxes (114522E),Gas Flare Penalty,6553242,USD,NGA,1/1/2017,"12/31/2017"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2017,Oil & Gas,Royalties (1415E1),Royalty Gas,113756681.3,USD,NGA,1/1/2017,"12/31/2017"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2017,Oil & Gas,Royalties (1415E1),Royalty Oil,2187709485,USD,NGA,1/1/2017,"12/31/2017"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2017,Oil & Gas,Licence fees (114521E),Signature Bonus,156765109,USD,NGA,1/1/2017,"12/31/2017"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2018,Oil & Gas,Royalties (1415E1),Royalty (Oil),3595448539,USD,NGA,1/1/2018,"12/31/2018"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2018,Oil & Gas,Royalties (1415E1),Royalty (gas),182663187.4,USD,NGA,1/1/2018,"12/31/2018"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2018,Oil & Gas,Other rent payments (1415E5),Concession Rent,2263949.38,USD,NGA,1/1/2018,"12/31/2018"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2018,Oil & Gas,"Fines, penalties, and forfeits (143E)",Gas Flare Penalties,15399879.44,USD,NGA,1/1/2018,"12/31/2018"
DEPARTMENT OF PETROLEUM RESOURCES,ac4bd29d-6e47-439a-87b1-bdbf8be0d16c,Nigeria,2018,Oil & Gas,Bonuses (1415E2),Signature Bonus,1141514210,USD,NGA,1/1/2018,"12/31/2018"
DEPARTMENT OF TRADING (DOT),59dc810e-8471-4e8a-b212-4b563338857f,Myanmar,2018,Other,Profits of natural resource export monopolies (1153E1),DoT Transit Fees 0.5 USD per MT,4559476231,MMK,MMR,4/1/2017,"3/31/2018"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",ACT- IMPUESTO SOBRE LOS ACTIVOS,758121.24,DOP,DOM,2018-01-01,"2018-12-31"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,Licence fees (114521E),IMPUESTO MÍNIMO ANUAL MINERO EN US$,264592939.2,DOP,DOM,2018-01-01,"2018-12-31"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",IMPUESTO POR INTERESES PAGADOS O ACREDITADOS EN EL EXTERIOR,158071877.9,DOP,DOM,2018-01-01,"2018-12-31"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",IMPUESTO POR OTRAS RETENCIONES,223087.15,DOP,DOM,2018-01-01,"2018-12-31"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,"Ordinary taxes on income, profits and capital gains (1112E1)",IMPUESTO POR PAGO AL EXTERIOR EN GENERAL,330335248.9,DOP,DOM,2018-01-01,"2018-12-31"
DIRECCIÓN GENERAL DE IMPUESTOS INTERNOS (DGII),8b75a825-159d-4fe9-a343-15dd64378167,Dominican Republic,2018,Mining,Licence fees (114521E),IMPUESTO REGALÍA NETAS DE FUNDICIÓN MINERA EN US$,2245151146,DOP,DOM,2018-01-01,"2018-12-31"
