government_entity,eiti_id_government,sector,gfs_classification,revenue_stream_name,revenue_value,currency,country,iso_code3,year,start_date,end_date
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Customs and other import duties (1151E),Autre taxes douanières,3.739110503E8,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Customs and other import duties (1151E),Autre taxes douanières,149877,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Other taxes payable by natural resource companies (116E),Autres flux de paiements significatifs (Activités minières),145034999,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Other taxes payable by natural resource companies (116E),Autres flux de paiements significatifs (Activités minières),5505000,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",BIC ( y compris les acomptes provisionnels) (Mines),2139205908,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",BIC ( y compris les acomptes provisionnels) (Mines),1386450394,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,Bonuses (1415E2),Bonus de signature,8201800000,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,Emission and pollution taxes (114522E),Commission Environnementale,463580000,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,Compulsory transfers to government (infrastructure and other) (1415E4),Contributions au Fonds de Formation (Contribution administrative),917700750,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Customs and other import duties (1151E),Droits Fiscal à l'importation (DFI),2152186418,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Customs and other import duties (1151E),Droits Fiscal à l'importation (DFI),7131247,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot Minimum Forfaitaire,4217694938,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot Minimum Forfaitaire,24614130,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impot Minimum Forfaitaire,1353823,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Taxes on property (113E),Impôt sur le Revenu des Capitaux mobiliers (IRCM),3.905253225E8,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Impôt sur le Revenu Foncier (IRF),43539524,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Impôt sur le Revenu Foncier (IRF),5551735,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Fines, penalties, and forfeits (143E)",Penalties,1147787778,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Fines, penalties, and forfeits (143E)",Prime intéressement DGI,1555162689,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,Delivered/paid directly to government (1415E31),Profit Oil Etat - Puissance Publique,4499473714,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Redevance annuelle unique (Montant brut),12488011086,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Royalties (1415E1),Redevance d'exploitation,5354551681,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Royalties (1415E1),Redevance superficiaire,260450000,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,Royalties (1415E1),Redevances Superficiaires,125257534,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Régime Spécial d’Imposition,5402832128,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Régime Spécial d’Imposition,40422254,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Régime Spécial d’Imposition,20368520,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Retenues à la source (hors retenues sur salaires),4709119931,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Royalties (1415E1),Taxe Rémunératoire,41466000,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",TVA - INT,104539087,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",TVA -EXT,12403291887,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",TVA -EXT,2894587,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Crédit de TVA imputé sur la Redevance Unique (en signe-),,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION DU TRÉSOR ET DE LA COMPTABILITÉ PUBLIQUE (DGTCP),ee53492a-0197-4a6f-b4a0-4e32e4c29aac,mining,Other taxes payable by natural resource companies (116E),Remboursements (en signe -),,MRO,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Taxes on property (113E),Contribution économique locale Valeur Ajoutée (CEL-VA),115529469,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Licence fees (114521E),Patente,1386930603,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,oil & gas,Delivered/paid directly to government (1415E31),Revenus issus de la commercialisation de la Part de la production de l'État,166981592,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Other taxes payable by natural resource companies (116E),Others,23082500,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,gas,Bonuses (1415E2),Bonus (DGCPT),5911088178,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Compulsory transfers to government (infrastructure and other) (1415E4),Contribution économique locale (CEL VA et CEL VL),138402221,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Licence fees (114521E),Droits d'entrée fixes,65186815,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Licence fees (114521E),Patente,2008210162,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Royalties (1415E1),Redevance minière,200514102,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,gas,Delivered/paid directly to government (1415E31),Revenus issus de la commercialisation de la Part de la production de l'État,307818398,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA COMPTABILITÉ PUBLIQUE ET DU TRÉSOR (DGCPT),74a880e7-4dbb-4b99-bf17-a4c7b7c559a7,mining,Royalties (1415E1),Taxes superficiaires,94078620,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DE LA DOUANE (DGD),565ea55a-ee7d-4d08-8bea-dc578b37cee9,mining,Customs and other import duties (1151E),Droits de Douane,51435524990,XOF,Mali,MLI,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DE LA DOUANE (DGD),565ea55a-ee7d-4d08-8bea-dc578b37cee9,mining,Customs and other import duties (1151E),Droits de Douane,45944400148,XOF,Mali,MLI,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Excise taxes (1142E),Droit d’accises,8.20601045E7,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Administrative fees for government services (1422E),Droit d’inspection,,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Customs and other import duties (1151E),Droit de port sur les marchandises importées,113100274,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Administrative fees for government services (1422E),Droit de timbres douaniers,,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Customs and other import duties (1151E),Droits de douanes et Taxes sur les produits pétroliers (TPP),15573905932,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Royalties (1415E1),Redevance sur usage de la route (RUR),2198027,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",TVA à l’importation et TVA sur les produits pétroliers (TVP),14244324734,MGA,Madagascar,MDG,2017,1/1/2017,"12/31/2017"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Excise taxes (1142E),Droit d’accises,30250,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Administrative fees for government services (1422E),Droit d’inspection,,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Customs and other import duties (1151E),Droit de port sur les marchandises importées,121423458,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Administrative fees for government services (1422E),Droit de timbres douaniers,,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Customs and other import duties (1151E),Droits de douanes et Taxes sur les produits pétroliers (TPP),15998140251,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,Royalties (1415E1),Redevance sur usage de la route (RUR),1870145,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES,a29e1b8a-08fb-4e3e-af61-f2642300c61b,other,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",TVA à l’importation et TVA sur les produits pétroliers (TVP),18157138727,MGA,Madagascar,MDG,2018,1/1/2018,"12/31/2018"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,oil & gas,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,6992823181,XOF,Cote d'Ivoire,CIV,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,n/a,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,3743527730,XOF,Cote d'Ivoire,CIV,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,n/a,"Fines, penalties, and forfeits (143E)",Pénalités DGD,81350525,XOF,Cote d'Ivoire,CIV,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,n/a,Customs and other import duties (1151E),Pénalités DGD,3600000,XOF,Cote d'Ivoire,CIV,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,7845154830,XOF,Cote d'Ivoire,CIV,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,oil & gas,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,5424097136,XOF,Cote d'Ivoire,CIV,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Pénalités DGD,156363767,XOF,Cote d'Ivoire,CIV,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,"Fines, penalties, and forfeits (143E)","Amendes, pénalités et redressements douaniers",54000000,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),"Droits de douane, TVA douanière et taxes assimilées",14459408788,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,oil & gas,Customs and other import duties (1151E),"Droits de douane, TVA douanière et taxes assimilées",166765548,XOF,Senegal,SEN,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),"Amendes, pénalités et redressements douaniers",5656714,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits d'accises sur les vehicules,408683,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,Customs and other import duties (1151E),Droits de Douane,18995243,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane,4599098076,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,Customs and other import duties (1151E),Prélèvement communautaire CEDEAO,44623604,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Prélèvement communautaire CEDEAO,469080600,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,Customs and other import duties (1151E),Prélèvement communautaire solidaire UEMOA,71397772,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Prélèvement communautaire solidaire UEMOA,753673814,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,Customs and other import duties (1151E),Prélèvement pour le Conseil Sénégalais des Chargeurs (COSEC),693457,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Prélèvement pour le Conseil Sénégalais des Chargeurs (COSEC),182485237,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,Customs and other import duties (1151E),Redevance statistique UEMOA,89235758,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Redevance statistique UEMOA,944411783,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Taxe d'acompte Bic,2336123,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Taxe d'enregistrement des véhicules,8726161,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,gas,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Taxe sur la valeur ajoutée,47061229,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Taxe sur la valeur ajoutée,5913689483,XOF,Senegal,SEN,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,50630601044,XOF,Burkina Faso,BFA,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Pénalités DGD,227687038,XOF,Burkina Faso,BFA,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,58170842088,XOF,Burkina Faso,BFA,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,"Fines, penalties, and forfeits (143E)",Penalties,133373177,XOF,Burkina Faso,BFA,2018,2018-01-01,"2018-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,58925335896,XOF,Burkina Faso,BFA,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,"Fines, penalties, and forfeits (143E)",Pénalités DGD,7750000,XOF,Burkina Faso,BFA,2019,2019-01-01,"2019-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane et taxes assimilées,66981162298,XOF,Burkina Faso,BFA,2020,2020-12-01,"2020-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,"Fines, penalties, and forfeits (143E)",Penalties,19500000,XOF,Burkina Faso,BFA,2020,2020-12-01,"2020-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Droits de Douane,2468248471,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,mining,Customs and other import duties (1151E),Redressements Douaniers/amendes et pénalités,20750000,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,oil & gas,Customs and other import duties (1151E),Droits de Douane,3071262797,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,oil & gas,Customs and other import duties (1151E),Redressements Douaniers/amendes et pénalités,894578660,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,other,Customs and other import duties (1151E),Droits de Douane,905361652,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,other,Customs and other import duties (1151E),Droits de passage du pipeline (COTCO),27888629894,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
DIRECTION GÉNÉRALE DES DOUANES (DGD),4b9cef81-9245-462c-be36-6b23492cd8d5,other,Customs and other import duties (1151E),Redressements Douaniers/amendes et pénalités,47547683,XAF,Cameroon,CMR,2017,2017-01-01,"2017-12-31"
