index,Company,Revenue value,original_company_name,OpenCorporatesID,company_relation,Project name,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Reporting currency,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,iso_code2,Year,Start Date,End Date,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
875_part3,RAPID CITY REALTY AND DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,,,,,,Private,000-099-110-000,Mining,Silica,,,"48,665,969.14",Philippines,PHL,2018,2018-01-01,"2018-12-31"
876_part3,REPUBLIC CEMENT AND BUILDING MATERIALS INC,,,,,,,,,,,,,,,,,,,,,Private,000-237-540-000,Mining,"Limestone, Shale",republiccement.com,,"3,592,167,126.17",Philippines,PHL,2018,2018-01-01,"2018-12-31"
877_part3,REPUBLIC CEMENT LAND AND RESOURCES,,,,,,,,,,,,,,,,,,,,,Private,201-788-430-000,Mining,Limestone,republiccement.com,,"89,065,589.17",Philippines,PHL,2018,2018-01-01,"2018-12-31"
878_part3,CHEVRON MALAMPAYA LLC,,,,,,,,,,,,,,,,,,,,,Private,206-136-596-000,Oil & Gas,Natural gas,chevron.com/worldwide/philippines,www.chevron.com/investors/financial-information,"7,518,838,973.17",Philippines,PHL,2018,2018-01-01,"2018-12-31"
879_part3,SHELL PHILIPPINES EXPLORATION B.V.,,,,,,,,,,,,,,,,,,,,,Private,000-662-551-000,Oil & Gas,Natural gas,shell.com.ph,www.shell.com/investors/financial-reporting.html,"27,455,369,465.74",Philippines,PHL,2018,2018-01-01,"2018-12-31"
880_part3,PHILIPPINE NATIONAL OIL COMPANY,,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,000-169-576-000,Oil & Gas,Natural gas,pnoc-ec.com.ph,pnoc-ec.com.ph/transparency-seal-archives/,"2,137,135.57",Philippines,PHL,2018,2018-01-01,"2018-12-31"
881_part3,GALOC PRODUCTION COMPANY WLL - PHILIPPINE BRANCH,,,,,,,,,,,,,,,,,,,,,Private,245-572-896-000,Oil & Gas,Crude oil,tamarindresources.com,,"519,262,326.27",Philippines,PHL,2018,2018-01-01,"2018-12-31"
882_part3,NIDO GALOC PRODUCTION,,,,,,,,,,,,,,,,,,,,,Private,253-535-582-000,Oil & Gas,Crude oil,tamarindresources.com,,"58,251,329.62",Philippines,PHL,2018,2018-01-01,"2018-12-31"
883_part3,SOCIETE NATIONALE DES PETROLES DU CONGO (SNPC),,,,,,,,,,,,,,,,,,,,,,M2005110000473138,Oil,"Oil, Gas, Condensates",,,"4,095,708,368",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
884_part3,AFRICA OIL AND GAS CORPORATION (AOGC),,,,,,,,,,,,,,,,,,,,,,M200511000214077,Oil,"Oil, Gas, Condensates",,,"1,480,093,240",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
885_part3,CMS NOMECO,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,"20,596,972",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
886_part3,CONGOREP,,,,,,,,,,,,,,,,,,,,,,M2006110000391165,Oil,"Oil, Gas, Condensates",,,"4,200,362,336",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
887_part3,ENI CONGO SA,,,,,,,,,,,,,,,,,,,,,,M2006110000151123,Oil,"Oil, Gas, Condensates",Cotée à la bourse de Milan & New Yor,,"89,061,143,726",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
888_part3,MURPHY WEST AFRICA,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
889_part3,NUEVO CONGO,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
890_part3,ORYX PETROLEUM,,,,,,,,,,,,,,,,,,,,,,M2011110001767106,Oil,"Oil, Gas, Condensates",,,"1,353,825",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
891_part3,PETRO KOUILOU,,,,,,,,,,,,,,,,,,,,,,M2012110000242076,Oil,"Oil, Gas, Condensates",Cotée à la bourse de Londres,,"127,512,328",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
892_part3,TOTAL E&P CONGO,,,,,,,,,,,,,,,,,,,,,,M2006110000135107,Oil,"Oil, Gas, Condensates",New York Stock Exchange,,"104,027,963,715",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
893_part3,NEW AGE CONGO,,,,,,,,,,,,,,,,,,,,,,M2014110000676134,Oil,"Oil, Gas, Condensates",,,"540,704,681",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
894_part3,KONTINENT CONGO,,,,,,,,,,,,,,,,,,,,,,M2014110001271135,Oil,"Oil, Gas, Condensates",,,"141,231,032",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
895_part3,PETRO CONGO,,,,,,,,,,,,,,,,,,,,,,M2016110000473149,Oil,"Oil, Gas, Condensates",,,"1,529,587,230",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
896_part3,PELFACO,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
897_part3,CHEVRON OVERSEAS CONGO,,,,,,,,,,,,,,,,,,,,,,M2006110000393167,Oil,"Oil, Gas, Condensates",,,"9,152,737,249",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
898_part3,BURREN,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
899_part3,TULLOW,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
900_part3,PETROLEUM E&P AFRICA,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
901_part3,IFOURET,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
902_part3,PERENCO EXPLOITATION & PRODUCTION CONGO,,,,,,,,,,,,,,,,,,,,,,M2006110000893163,Oil,"Oil, Gas, Condensates",,,"9,313,116,923",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
903_part3,ESSO,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
904_part3,ORION OIL,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
905_part3,AKELTON,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
906_part3,WING WAH,,,,,,,,,,,,,,,,,,,,,,M2015110001004076,Oil,"Oil, Gas, Condensates",,,"85,392,767",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
907_part3,CHINA NATIONAL OFFSHORE CORPORATION (CNOOC),,,,,,,,,,,,,,,,,,,,,,M2009110000648155,Oil,"Oil, Gas, Condensates",,,"95,486,272",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
908_part3,DIG OIL,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
909_part3,MAUREL & PROM CONGO,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
910_part3,PHILIA,,,,,,,,,,,,,,,,,,,,,,NC,Oil,"Oil, Gas, Condensates",,,"1,000,000",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
911_part3,SOCO EXPLORATION AND PRODUCTION CONGO,,,,,,,,,,,,,,,,,,,,,,M2006110000604081,Oil,"Oil, Gas, Condensates",,,"6,277,076",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
912_part3,HEMLA,,,,,,,,,,,,,,,,,,,,,,M2017110000335120,Oil,"Oil, Gas, Condensates",,,"1,831,798,458",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
913_part3,SOREMI,,,,,,,,,,,,,,,,,,,,,,M200611000058156,Mining,Produits miniers,,,"681,075,697",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
914_part3,MAGMINERALS POTASSES CONGO (MPC),,,,,,,,,,,,,,,,,,,,,,M2008110001042143,Mining,Produits miniers,,,"101,788,580",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
915_part3,LULU MINING,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"22,771,481",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
916_part3,KOLA POTASH MINING,,,,,,,,,,,,,,,,,,,,,,M2013110001451107,Mining,Produits miniers,,,"4,357,500",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
917_part3,CORE MINING CONG,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
918_part3,CONGO IRON,,,,,,,,,,,,,,,,,,,,,,M2009110000461166,Mining,Produits miniers,,,"11,297,804",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
919_part3,DMC IRON CONGO EXXARO (RACHETÉ PAR SAPRO EN 2016),,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"3,729,330",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
920_part3,CONGO MINING LTD,,,,,,,,,,,,,,,,,,,,,,M2008110000574170,Mining,Produits miniers,,,"27,755,097",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
921_part3,MPD CONGO,,,,,,,,,,,,,,,,,,,,,,NIU 2008110000430125,Mining,Produits miniers,,,"51,970,519",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
922_part3,LUYUAN DES MINES CONGO,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"78,792",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
923_part3,SINO CONGO RESSOURCES,,,,,,,,,,,,,,,,,,,,,,M2009110000265168,Mining,Produits miniers,,,"3,695,636,713",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
924_part3,COMINCO,,,,,,,,,,,,,,,,,,,,,,M2006110000044115,Mining,Produits miniers,,,"16,977,068",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
925_part3,SINTOUKOLA POTASH,,,,,,,,,,,,,,,,,,,,,,M2008110001052153,Mining,Produits miniers,,,"125,677,275",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
926_part3,SAPRO,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
927_part3,GENMINES CONGO,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
928_part3,SOCOMIP,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"500,000",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
929_part3,SOCIETE AGIL-CONGO,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"100,584,456",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
930_part3,MILLION WELL HOLDING,,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"19,397,624",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
931_part3,ENI CONGO SA (MINING),,,,,,,,,,,,,,,,,,,,,,NC,Mining,Produits miniers,,,"7,830,000",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
932_part3,ASIA CONGO INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"5,751,946,278",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
933_part3,TAMAN INDUSTRIES LIMITED,,,,,,,,,,,,,,,,,,,,,,M2006110000042113,Other,Produits forestiers,,,"4,681,307,865",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
934_part3,SINO-CONGO FORET (SICOFOR SA),,,,,,,,,,,,,,,,,,,,,,M2006110000833112,Other,Produits forestiers,,,,Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
935_part3,CONGOLAISE INDUSTRIELLE DES BOIS (CIB),,,,,,,,,,,,,,,,,,,,,,M2005110000375139,Other,Produits forestiers,,,"3,306,094,708",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
936_part3,INDUSTRIE FORESTIERE DE OUESSO (IFO),,,,,,,,,,,,,,,,,,,,,,M2005110000351115,Other,Produits forestiers,,,"2,412,597,510",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
937_part3,SEFYD,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"414,776,724",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
938_part3,MOKABI S A,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"764,051,906",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
939_part3,SOCIETE CONGOLAISE INDUSTRIELLE DES BOIS DU NIARI (CIBN),,,,,,,,,,,,,,,,,,,,,,M2006110000064135,Other,Produits forestiers,,,"563,355,419",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
940_part3,SOFIA (STE INDUSTLLE ET FORESTIERE),,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"487,501,446",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
941_part3,SOFIL,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"260,666,422",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
942_part3,AFRIWOOD INDUSTRIE,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"259,333,902",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
943_part3,CONGO DEJIA WOOD INDUSTRY,,,,,,,,,,,,,,,,,,,,,,M2006110000802081,Other,Produits forestiers,,,"542,839,455",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
944_part3,THANRY-CONGO,,,,,,,,,,,,,,,,,,,,,,M2006110000404079,Other,Produits forestiers,,,"326,122,139",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
945_part3,BOIS ET PLACAGE DE LOPOLA,,,,,,,,,,,,,,,,,,,,,,M2006110000576152,Other,Produits forestiers,,,"310,994,590",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
946_part3,LIKOUALA TIMBER S.A,,,,,,,,,,,,,,,,,,,,,,M2006110000749127,Other,Produits forestiers,,,"298,532,303",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
947_part3,SFIB,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"38,813,167",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
948_part3,SOCIETE INDUSTRIELLE DE BOIS TRANSPORT,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"100,734,509",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
949_part3,ENTREPRISE CHRISTELLE (E.C),,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"2,889,404",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
950_part3,WANG SA,,,,,,,,,,,,,,,,,,,,,,NC,Other,Produits forestiers,,,"36,653,365",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
951_part3,SIFCO,,,,,,,,,,,,,,,,,,,,,,M2007110001205098,Other,Produits forestiers,,,"112,848,616",Republic of the Congo,COG,2017,2017-01-01,"2017-12-31"
952_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA,,,,,,,,,,,,,,,,,,,,,,0024498 2G3,Oil & Gas,Liquid and gaseous hydrocarbons,Not available,Not available,"371,034,720.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
953_part3,FORTESA (SUCCURSALE),,,,,,,,,,,,,,,,,,,,,,000415770 2G3,Oil & Gas,Liquid and gaseous hydrocarbons,http://fortesa.com/,Not available,"270,681,316.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
954_part3,BP SENEGAL INVESTMENTS LIMITED,,,,,,,,,,,,,,,,,,,,,,006420509 2A2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.bp.com/en/global/corporate/what-we-do/bp-worldwide/bp-in-senegal.html,https://beta.companieshouse.gov.uk/company/09978028,"421,444,391.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
955_part3,WOODSIDE ENERGY SENEGAL,,,,,,,,,,,,,,,,,,,,,,005014204 2G0,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.woodside.com.au/our-business/senegal,https://beta.companieshouse.gov.uk/company/10245673,"539,674.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
956_part3,CAPRICORN SENEGAL LIMITED (SUCCURSALE),,,,,,,,,,,,,,,,,,,,,,4888056 2G2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.cairnenergy.com/,https://beta.companieshouse.gov.uk/company/SC444808,"167,583,803.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
957_part3,KOSMOS ENERGY SENEGAL,,,,,,,,,,,,,,,,,,,,,,005251822 2A2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.kosmosenergy.com/senegal/,https://beta.companieshouse.gov.uk/company/10520822,"136,105,736.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
958_part3,ORANTO PETROLEUM LIMITED,,,,,,,,,,,,,,,,,,,,,,235988,Oil & Gas,Liquid and gaseous hydrocarbons,Not available,Not available,"362,242,573.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
959_part3,TOTAL E&P SENEGAL,,,,,,,,,,,,,,,,,,,,,,6501383 2Y1,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.total.sn/,https://www.brvm.org/sites/default/files/rapport_annuel_2018_total_senegal_0.pdf,"1,318,998,884.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
960_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO),,,,,,,,,,,,,,,,,,,,,,00238962/G3,Mining,Iron,http://www.miferso.sn/,Not available,-,Senegal,SEN,2018,2018-01-01,"2018-12-31"
961_part3,SOCOCIM INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,0016627 2G3,Mining,"Cement, Limestone, marl-limestone",http://www.sococim.com/SOCOCIM-INDUSTRIES,Not available,"22,514,087,166.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
962_part3,SABODALA GOLD OPERATIONS (SGO),,,,,,,,,,,,,,,,,,,,,,2850023 2G3,Mining,Gold Silver,http://www.sabodalagold.com/Home/default.aspx,Not available,"16,241,489,837.72",Senegal,SEN,2018,2018-01-01,"2018-12-31"
963_part3,CIMENTS DU SAHEL (CDS),,,,,,,,,,,,,,,,,,,,,,0325995 2G3,Mining,"Limestone, Clay, Laterite, Cement",Not available,Not available,"18,559,251,105.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
964_part3,GRANDE CÔTE OPÉRATIONS (GCO),,,,,,,,,,,,,,,,,,,,,,2849258 2G3,Mining,"Zirconium ores, Titanium ores",Not available,Not available,"8,007,005,014.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
965_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT),,,,,,,,,,,,,,,,,,,,,,0028797 2G3,Mining,Attapulgite,Not available,Not available,"349,326,759.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
966_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS),,,,,,,,,,,,,,,,,,,,,,0022955 2G3,Mining,"Phosphate, Phosphoric acid and Polyphosphoric acid, Mineral or chemical fertilizers, Diammonium phosphate.",http://mx1.ics.sn/profile.html,Not available,"483,608,338.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
967_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA,,,,,,,,,,,,,,,,,,,,,,2707208 2G3,Mining,"Limestone, Clay, Laterite, Clinker, Cement",http://www.dangotecement.com/operations/senegal/,Not available,"11,598,132,671.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
968_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA),,,,,,,,,,,,,,,,,,,,,,4475142 2G3,Mining,Natural phosphate,http://www.somiva-sn.com/,Not available,"507,328,796.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
969_part3,PETOWAL MINING COMPANY (PMC) SA,,,,,,,,,,,,,,,,,,,,,,5844700 2G3,Mining,Gold Silver,Not available,Not available,"3,741,277,120.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
970_part3,AGEM SÉNÉGAL EXPLORATION SUARL,,,,,,,,,,,,,,,,,,,,,,4151750 2Y2,Mining,Gold,Not available,Not available,"43,337,727.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
971_part3,SABODALA MINING COMPANY (SMC),,,,,,,,,,,,,,,,,,,,,,2464410 0G2,Mining,Gold,Not available,Not available,"89,490,250.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
972_part3,SEPHOS SENEGAL SA,,,,,,,,,,,,,,,,,,,,,,4013041 2G3,Mining,Phosphate,http://www.sephossenegal.com/,Not available,"118,862,346.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
973_part3,AFRIG SA,,,,,,,,,,,,,,,,,,,,,,4507995 2Y3,Mining,Phosphate,Not available,Not available,"96,730,144.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
974_part3,COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA),,,,,,,,,,,,,,,,,,,,,,0196784 2G3,Mining,"Basalt, Limestone",Not available,Not available,"4,644,238,825.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
975_part3,GÉCAMINES SA,,,,,,,,,,,,,,,,,,,,,,2292168 2G3,Mining,Basalt,Not available,Not available,"2,499,346,081.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
976_part3,SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT),,,,,,,,,,,,,,,,,,,,,,0025850 2G3,Mining,Limestone,Not available,Not available,"1,391,236,150.00",Senegal,SEN,2018,2018-01-01,"2018-12-31"
977_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA,,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,24498,Gas,Gas,http://www.petrosen.sn/,Yes,"700,257,821.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
978_part3,FORTESA INTERNATIONAL SENEGAL,,,,,,,,,,,,,,,,,,,,,Private,415770,Gas,Gas,,Yes,"691,415,251.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
979_part3,CAPRICORN SENEGAL LIMITED,,,,,,,,,,,,,,,,,,,,,Private,4888056 2G2,Gas,Gas,https://www.cairnenergy.com/,Yes,"255,276,940.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
980_part3,KOSMOS ENERGY INVESTMENTS SENEGAL LIMITED,,,,,,,,,,,,,,,,,,,,,Private,005251822 2G2,Gas,Gas,https://www.kosmosenergy.com/senegal/,N/a,"5,521,875,837.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
981_part3,ORANTO PETROLEUM LIMITED,,,,,,,,,,,,,,,,,,,,,Private,3059434,Gas,Gas,,Yes,"235,851,585.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
982_part3,TOTAL E&P SENEGAL,,,,,,,,,,,,,,,,,,,,,Private,6501383,Gas,Gas,https://www.total.sn/,Yes,"9,556,300,615.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
983_part3,BP SENEGAL INVESTMENTS LIMITED,,,,,,,,,,,,,,,,,,,,,Private,006420509 2A2,Gas,Gas,https://www.bp.com/,Yes,"3,525,893,891.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
984_part3,WOODSIDE ENERGY SENEGAL,,,,,,,,,,,,,,,,,,,,,Private,6011291,Gas,Gas,https://www.woodside.com.au/fr/our-business/s%C3%A9n%C3%A9gal,Yes,"3,443,199,564.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
985_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO),,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,0023896 2G3,Mining,Iron,http://www.miferso.sn/,http://itie.sn/wp-content/uploads/2020/12/ETATS-FINANCIERS-2019-Certifi%C3%A9s.pdf,"32,501,813.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
986_part3,SOCIÉTÉ DE COMMERCIALISATION DU CIMENT (SOCOCIM),,,,,,,,,,,,,,,,,,,,,Private,0016627 2G3,Mining,"Limestone, Marne",http://www.sococim.com/SOCOCIM-INDUSTRIES,Yes,"27,197,384,090.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
987_part3,SABODALA GOLD OPERATIONS (SGO),,,,,,,,,,,,,,,,,,,,,Private,2850023 2G3,Mining,Gold,http://www.sabodalagold.com/Home/default.aspx,Yes,"29,577,118,127.22",Senegal,SEN,2019,2019-01-01,"2019-12-31"
988_part3,CIMENTS DU SAHEL (CDS),,,,,,,,,,,,,,,,,,,,,Private,0325995 2G3,Mining,"Limestone, Laterite",http://www.lescimentsdusahel.net/,Yes,"21,074,901,716.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
989_part3,GRANDE CÔTE OPÉRATIONS (GCO),,,,,,,,,,,,,,,,,,,,,Private,002849258 2G3,Mining,Heavy Minerals,https://gco.eramet.com/,Yes,"10,600,332,451.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
990_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT),,,,,,,,,,,,,,,,,,,,,Private,000028797 2G3,Mining,"Attapulgites, Phosphates",https://www.tolsa.com/fr/home-fr/,Yes,"666,268,773.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
991_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS),,,,,,,,,,,,,,,,,,,,,Private,000022955/2G3,Mining,Phosphates,http://www.ics.sn/,Yes,"5,428,377,230.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
992_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA,,,,,,,,,,,,,,,,,,,,,Private,002707208 2G3,Mining,"Clayr, Limestone, Laterite",https://www.dangotecement.com/operations/senegal/,Yes,"14,783,203,786.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
993_part3,PETOWAL MINING COMPANY (PMC) SA,,,,,,,,,,,,,,,,,,,,,Private,005844700 2G3,Mining,"Gold, Silver",,Yes,"12,969,015,927.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
994_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA),,,,,,,,,,,,,,,,,,,,,Private,004475142 2G3,Mining,Phosphates,,Yes,"1,093,399,429.00",Senegal,SEN,2019,2019-01-01,"2019-12-31"
