num,GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
660,Delivered/paid directly to government (1415E31),Oil & Gas,Derecho por la Utilidad Compartida,FONDO MEXICANO DEL PETRÓLEO,375095256703,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
661,Licence fees (114521E),Oil & Gas,Impuesto por la Actividad de Exploración y Extracción de Hidrocarburos (IAEEH),SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,4329592462,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
662,"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Impuesto sobre la Renta (ISR),SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,-5540600000,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
663,From state-owned enterprises (1412E1),Oil & Gas,Participación del Estado,FONDO MEXICANO DEL PETRÓLEO,40990979,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
664,Other taxes payable by natural resource companies (116E),Oil & Gas,Impuestos a las utilidades de actividades extractivas,NON-DISAGGREGATED REVENUE FLOWS,,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
665,Royalties (1415E1),Oil & Gas,Regalía Adicional,FONDO MEXICANO DEL PETRÓLEO,594324642.65,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
666,Royalties (1415E1),Oil & Gas,Regalía Base,FONDO MEXICANO DEL PETRÓLEO,42540648.53,MXN,Mexico,MEX,2017,1/1/2017,12/31/2017
667,"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho adicional sobre minería,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,10000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
668,"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho especial sobre minería,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,4185000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
669,"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho extraordinario sobre minería,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,625000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
670,Licence fees (114521E),Mining,Derecho sobre minería,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,2646000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
671,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impuesto sobre la Renta (ISR),SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,33977000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
672,Bonuses (1415E2),Oil & Gas,Bono a la Firma,FONDO MEXICANO DEL PETRÓLEO,13168000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
673,Licence fees (114521E),Oil & Gas,Cuota Contractual,FONDO MEXICANO DEL PETRÓLEO,994000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
674,Compulsory transfers to government (infrastructure and other) (1415E4),Oil & Gas,Derecho de Exploración,FONDO MEXICANO DEL PETRÓLEO,1027000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
675,Royalties (1415E1),Oil & Gas,Derecho de Extracción,FONDO MEXICANO DEL PETRÓLEO,82910000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
676,Delivered/paid directly to government (1415E31),Oil & Gas,Derecho por la Utilidad Compartida,FONDO MEXICANO DEL PETRÓLEO,442894000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
677,Licence fees (114521E),Oil & Gas,Impuesto por la Actividad de Exploración y Extracción de Hidrocarburos (IAEEH),SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,5470000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
678,"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Impuesto sobre la Renta (ISR),SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,-200000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
679,From state-owned enterprises (1412E1),Oil & Gas,Participación del Estado,FONDO MEXICANO DEL PETRÓLEO,5232000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
680,Other taxes payable by natural resource companies (116E),Oil & Gas,Impuestos a las utilidades de actividades extractivas,NON-DISAGGREGATED REVENUE FLOWS,,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
681,Royalties (1415E1),Oil & Gas,Regalía Adicional,FONDO MEXICANO DEL PETRÓLEO,1895000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
682,Royalties (1415E1),Oil & Gas,Regalía Base,FONDO MEXICANO DEL PETRÓLEO,555000000,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
683,Other taxes payable by natural resource companies (116E),Mining,Fee and extra charges for exploitation of mineral resources,GENERAL DEPARTMENT OF TAXATION,1012490759000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
684,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate income tax,GENERAL DEPARTMENT OF TAXATION,648743890000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
685,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil,Petroleum income per Government according to Product sharing agreement,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,222514737000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
686,Social security employer contributions (1212E),Mining,Social and health insurance charges paid from entity,GENERAL AGENCY FOR HEALTH AND SOCIAL INSURANCE,205917599000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
687,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Value Added Tax (Customs),MONGOLIAN CUSTOMS GENERAL ADMINISTRATION,116610087000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
688,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Value Added Tax (paid to MTA),GENERAL DEPARTMENT OF TAXATION,106235537000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
689,Customs and other import duties (1151E),Mining,Customs service fee,MONGOLIAN CUSTOMS GENERAL ADMINISTRATION,69347798000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
690,From state-owned enterprises (1412E1),Mining,Dividend on Local State Property,LOCAL ADMINISTRATIVE,64790925000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
691,Customs and other import duties (1151E),Mining,Customs tax,MONGOLIAN CUSTOMS GENERAL ADMINISTRATION,61432774000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
692,Other taxes payable by natural resource companies (116E),Mining,Other,OTHER,43336651000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
693,Emission and pollution taxes (114522E),Mining,Fee for water use,LOCAL GOVERNOR DEPARTMENT,41200259000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
694,Emission and pollution taxes (114522E),Mining,Fee for air pollution,GENERAL DEPARTMENT OF TAXATION,40080143000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
695,From state-owned enterprises (1412E1),Mining,Dividend on State Property,GOVERNMENT AGENCY FOR POLICY COORDINATION ON STATE PROPERTY,35287247000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
696,Royalties (1415E1),Mining,Royalty,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,33486815000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
697,Taxes on property (113E),Mining,Real estate tax,LOCAL GOVERNOR DEPARTMENT,27259278000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
698,Licence fees (114521E),Mining,License fee for exploitation and exploration of mineral resources,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,20082375000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
699,Voluntary transfers to government (donations) (144E1),Mining,Monetary donation and assistance paid to state entities,STATE ADMINISTRATIVE BODY,19154773000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
700,Taxes on property (113E),Mining,Land fee,LOCAL GOVERNOR DEPARTMENT,14764096000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
701,Taxes on payroll and workforce (112E),Mining,Workplace payment of foreign specialist and labour force,GENERAL AGENCY FOR LABOR WELFARE SERVICES,13375455000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
702,Voluntary transfers to government (donations) (144E1),Mining,Non-monetary donation and assistance paid to state entities,STATE ADMINISTRATIVE BODY,3790537000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
703,"Fines, penalties, and forfeits (143E)",Mining,Penalty (Local Budget),GENERAL DEPARTMENT OF TAXATION,3490714000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
704,Other taxes payable by natural resource companies (116E),Mining,"Payment for deposit, exploration of which was carried out by the Government",MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,2028373000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
705,Licence fees (114521E),Mining,Fee for use of mineral resources of widespread,LOCAL GOVERNOR DEPARTMENT,1668870000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
706,Licence fees (114521E),Oil,License fee for exploitation and exploration of petroleum,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,1651726000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
707,Bonuses (1415E2),Mining,Bonus for training in according to Product sharing agreement,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,1544871000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
708,Other taxes payable by natural resource companies (116E),Mining,Other,LOCAL ADMINISTRATIVE,1491252000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
709,Other taxes payable by natural resource companies (116E),Mining,Operational support to Representative office under PSA,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,1311520000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
710,Motor vehicle taxes (11451E),Mining,Tax on vehicles and self moving mechanisms,LOCAL GOVERNOR DEPARTMENT,1240352000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
711,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution at rate of 50% to Environment protection expense to the Special Account,"MINISTRY OF ENVIRONMENT, NATURE AND TOURISM",531930000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
712,Bonuses (1415E2),Mining,Bonus received for local development under PSA,LOCAL ADMINISTRATIVE,467080000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
713,Taxes on payroll and workforce (112E),Mining,Workplace payment of foreign specialist and labour force (Local Budget),GENERAL AGENCY FOR LABOR WELFARE SERVICES,386400000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
714,"Fines, penalties, and forfeits (143E)",Mining,Penalty,GENERAL DEPARTMENT OF TAXATION,345710000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
715,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution at rate of 50% to Environment protection expense to the Special Account,LOCAL ADMINISTRATIVE,308734000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
716,"Fines, penalties, and forfeits (143E)",Mining,Reimbursement,GENERAL DEPARTMENT OF TAXATION,295084000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
717,Excise taxes (1142E),Mining,Fee paid for transfering production sharing agreement rights,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,167909000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
718,Excise taxes (1142E),Mining,Excise tax on vehicle fuel and oil materials,MONGOLIAN CUSTOMS GENERAL ADMINISTRATION,114885000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
719,"Fines, penalties, and forfeits (143E)",Mining,Reimbursement,GENERAL DEPARTMENT OF TAXATION,72153000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
720,Emission and pollution taxes (114522E),Mining,Fee for water pollution,LOCAL GOVERNOR DEPARTMENT,60000,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
721,Motor vehicle taxes (11451E),Mining,Tax on petrol and diesel fuel,MONGOLIAN CUSTOMS GENERAL ADMINISTRATION,,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
722,Other taxes payable by natural resource companies (116E),Mining,Advance payments paid to GoM,MINISTRY OF FINANCE,,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
723,Other taxes payable by natural resource companies (116E),,Unilateral government disclosure (companies outside of the reconciliation scope),OTHER,44628340587,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
724,Customs and other import duties (1151E),Other,Customs duty,CUSTOMS GENERAL ADMINISTRATION,74667251893.19,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
725,Customs and other import duties (1151E),Other,Customs service fee,CUSTOMS GENERAL ADMINISTRATION,66803749809,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
726,Excise taxes (1142E),Gas,Excise tax on vehicle's gasoline and diesel fuel,CUSTOMS GENERAL ADMINISTRATION,16362882626,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
727,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Other,Value Added Tax (paid to Mongolian Customs),CUSTOMS GENERAL ADMINISTRATION,159687235487.93,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
728,Voluntary transfers to government (donations) (144E1),Other,Donations to Government agencies,DONATIONS AND SUPPORTS RECEIVED BY GOVERNMENT ENTITIES,34545143529,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
729,Emission and pollution taxes (114522E),Other,Fee on air pollution,GENERAL DEPARTMENT OF TAXATION,47456133182,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
730,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Other,Value Added Tax (paid to Mongolian Tax Administration),GENERAL DEPARTMENT OF TAXATION,143483695129.76,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
731,"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Corporate income tax,GENERAL DEPARTMENT OF TAXATION,903387802777.09,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
732,"Ordinary taxes on income, profits and capital gains (1112E1)",Gas,Tax on vehicle's gasoline and diesel fuel,GENERAL DEPARTMENT OF TAXATION,2209347899,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
733,Other taxes payable by natural resource companies (116E),Mining,Fee and extra fee for exploitation and exploration of mineral resources,GENERAL DEPARTMENT OF TAXATION,1381195233704.97,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
734,"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil,Government share of petroleum income under PSA,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,232267132458.52,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
735,"Fines, penalties, and forfeits (143E)",Other,Recovery,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,749442187,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
736,Licence fees (114521E),Mining,License fee for exploitation and exploration of mineral resources,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,35575106122.36,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
737,Licence fees (114521E),Mining,License fee for exploration and exploitation of petroleum,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,2035146401.76,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
738,Other taxes payable by natural resource companies (116E),Mining,Reimbursement for deposit exploration conducted with State funds,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,5168689442.71,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
739,Bonuses (1415E2),Oil,Training bonus paid under PSA (for the year),MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,2001582740,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
740,Other taxes payable by natural resource companies (116E),Oil,Operational support to Representative office under PSA,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,969961656.49,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
741,Royalties (1415E1),Mining,Royalty,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,35944328418.36,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
742,Compulsory transfers to government (infrastructure and other) (1415E4),Other,In-kind contribution at rate of 50% to Environmental protection special account,MINISTRY OF ENVIRONMENT AND TOURISM,1466557207.74,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
743,From state-owned enterprises (1412E1),Mining,Dividends from SOEs,MINISTRY OF FINANCE,152939883876,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
744,Taxes on payroll and workforce (112E),Other,Payment for recruiting foreign experts and workers,MINISTRY OF LABOR AND SOCIAL PROTECTION,21533255509,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
745,"Fines, penalties, and forfeits (143E)",Other,Penalty,OTHER,3537909252,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
746,Other taxes payable by natural resource companies (116E),Other,Others,OTHER,47653712662,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
747,Social security employer contributions (1212E),Other,Social and health insurance contribution by companies,SOCIAL INSURANCE GENERAL OFFICE,290944218122,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
748,Compulsory transfers to government (infrastructure and other) (1415E4),Other,In-kind contribution at rate of 50% to Environmental protection special account,SUBNATIONAL LEVEL,338994803,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
749,Emission and pollution taxes (114522E),Other,Fee for water use,SUBNATIONAL LEVEL,41938912580,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
750,Emission and pollution taxes (114522E),Other,Tax on vehicle and self-moving mechanisms,SUBNATIONAL LEVEL,1711988665,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
751,Emission and pollution taxes (114522E),Other,Fee for water pollution,SUBNATIONAL LEVEL,24822399,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
752,"Fines, penalties, and forfeits (143E)",Other,Penalty,SUBNATIONAL LEVEL,1095679022,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
753,"Fines, penalties, and forfeits (143E)",Other,Recovery,SUBNATIONAL LEVEL,139199931,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
754,From state-owned enterprises (1412E1),Other,Dividends from locally-owned enterprises,SUBNATIONAL LEVEL,23020000000,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
755,Licence fees (114521E),Mining,Fee for use of mineral resources of wide spread,SUBNATIONAL LEVEL,1388693315,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
756,Taxes on property (113E),Other,Real estate tax,SUBNATIONAL LEVEL,31161987334,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
757,Other taxes payable by natural resource companies (116E),Other,Others,SUBNATIONAL LEVEL,6444058924,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
758,Bonuses (1415E2),Oil,Local development bonus received under PSA,SUBNATIONAL LEVEL,431205579,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
759,Taxes on payroll and workforce (112E),Other,Payment of recruiting foreign experts and workers,SUBNATIONAL LEVEL,336480000,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
760,Taxes on property (113E),Other,Land fee,SUBNATIONAL LEVEL,27830923863.9,MNT,Mongolia,MNG,2019,1/1/2019,12/31/2019
761,"Ordinary taxes on income, profits and capital gains (1112E1)",Other,corporate income tax,MINISTRY OF FINANCE,378531000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
762,"Ordinary taxes on income, profits and capital gains (1112E1)",Other,service tax,MINISTRY OF FINANCE,10627000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
763,Taxes on payroll and workforce (112E),Other,Wage tax /Social Security premium,MINISTRY OF FINANCE,337896000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
764,Royalties (1415E1),Mining,Mining royalties,MINISTRY OF FINANCE,375082000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
765,Royalties (1415E1),Mining,Mining royalties/exporters,MINISTRY OF FINANCE,112065000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
766,Licence fees (114521E),Mining,Concession fees,MINISTRY OF FINANCE,137000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
767,Customs and other import duties (1151E),Mining,custom duties,MINISTRY OF FINANCE,162000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
768,Taxes on exports (1152E),Mining,Statistics rights,MINISTRY OF FINANCE,4475000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
769,From government participation (equity) (1412E2),Oil,Dividend,MINISTRY OF FINANCE,355748000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
770,From government participation (equity) (1412E2),Mining,Dividend,MINISTRY OF FINANCE,7416000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
771,Sales of goods and services by government units (1421E),Mining,proceeds from sales of gold (Payment in-kind),MINISTRY OF FINANCE,46240000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
772,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,payment based on power agreement (special arrangement),MINISTRY OF FINANCE,76083000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
773,Other taxes payable by natural resource companies (116E),Other,Unilateral disclosure for non-material companies,MINISTRY OF FINANCE,99246000,SRD,Suriname,SUR,2017,2017-01-01,2017-12-31
774,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate income tax,GENERAL DEPARTMENT OF TAXATION,848044775796,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
775,Customs and other import duties (1151E),Mining,Customs tax,CUSTOMS GENERAL ADMINISTRATION,40033922616,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
776,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Vat (Paid to Mongolian Tax Administration),GENERAL DEPARTMENT OF TAXATION,82079956214,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
777,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Vat (Paid to Mongolian Customs),CUSTOMS GENERAL ADMINISTRATION,84553890192,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
778,Excise taxes (1142E),Mining,Excise tax on vehicle's gasoline and diesel fuel,CUSTOMS GENERAL ADMINISTRATION,9325750,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
779,Royalties (1415E1),Mining,Fee and extra fee for exploitation and exploration of mineral resources,GENERAL DEPARTMENT OF TAXATION,984827331814,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
780,Licence fees (114521E),Mining,License fee for exploitation and exploration of mineral resources,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,7939776169,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
781,Other taxes payable by natural resource companies (116E),Mining,Reimbursement for deposit exploration conducted with State funds,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,762701521,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
782,Licence fees (114521E),Oil & Gas,License fee for exploration and exploitation of petroleum,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,43414505,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
783,Other taxes payable by natural resource companies (116E),Mining,Payment for recruiting foreign experts and workers,MINISTRY OF LABOR AND SOCIAL PROTECTION,4095697521,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
784,Emission and pollution taxes (114522E),Mining,Fee on air pollution,GENERAL DEPARTMENT OF TAXATION,33847339548,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
785,Social security employer contributions (1212E),Mining,Social and health insurance contribution by companies,SOCIAL INSURANCE GENERAL OFFICE,221822928295,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
786,Customs and other import duties (1151E),Mining,Customs service fee,CUSTOMS GENERAL ADMINISTRATION,41483336557,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
787,Other taxes payable by natural resource companies (116E),Oil & Gas,Training bonus paid under PSA (for the year),MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,228211300,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
788,Other taxes payable by natural resource companies (116E),Oil & Gas,Operational support to Representative office under PSA,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,394830000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
789,From state-owned enterprises (1412E1),Mining,Dividends from SOEs,MINISTRY OF FINANCE,155040000000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
790,"Fines, penalties, and forfeits (143E)",Mining,Penalty,OTHER,3774976479,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
791,"Fines, penalties, and forfeits (143E)",Mining,Recovery,MINERAL RESOURCES AND PETROLEUM AUTHORITY OF MONGOLIA,173830139,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
792,Other taxes payable by natural resource companies (116E),Mining,Others,OTHER,52342271614,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
793,Other taxes payable by natural resource companies (116E),Mining,Real estate tax,SUBNATIONAL LEVEL,35264565379,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
794,Emission and pollution taxes (114522E),Mining,Tax on vehicle and self-moving mechanisms,SUBNATIONAL LEVEL,1063188958,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
795,Other taxes payable by natural resource companies (116E),Mining,Land fee,SUBNATIONAL LEVEL,29702485136,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
796,Other taxes payable by natural resource companies (116E),Mining,Fee for water use,SUBNATIONAL LEVEL,33850207057,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
797,Other taxes payable by natural resource companies (116E),Mining,Fee for water pollution,SUBNATIONAL LEVEL,6058719,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
798,Other taxes payable by natural resource companies (116E),Mining,Fee for use of mineral resources of wide spread,SUBNATIONAL LEVEL,1119588215,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
799,Other taxes payable by natural resource companies (116E),Mining,Payment of recruiting foreign experts and workers,SUBNATIONAL LEVEL,912282648,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
800,Other taxes payable by natural resource companies (116E),Mining,Local development bonus received under PSA,SUBNATIONAL LEVEL,10500000000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
801,"Fines, penalties, and forfeits (143E)",Mining,Penalty,SUBNATIONAL LEVEL,407672694,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
802,"Fines, penalties, and forfeits (143E)",Mining,Recovery,SUBNATIONAL LEVEL,7971400,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
803,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,In-kind contribution at rate of 50% to Environmental protection special account,SUBNATIONAL LEVEL,8700000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
804,Other taxes payable by natural resource companies (116E),Mining,Others,SUBNATIONAL LEVEL,1309839923,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
805,Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from local government,SUBNATIONAL LEVEL,12681000000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
806,Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Social Insurance General Office,SOCIAL INSURANCE GENERAL OFFICE,88828000000,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
